Order_ID,Order_Date,Month,Month_Name,Week,Store,City,Category,Product,Quantity,Price,Discount,Sales,Profit,Payment_Mode
ORD02464,2023-08-24,8,August,34,DMart-Nagpur-2,Nagpur,Personal Care,Coffee,1,168,0.21,132.72,33.13,Card
ORD02465,2023-07-17,7,July,29,DMart-Thane-2,Thane,Groceries,Bread,5,69,0.21,272.55,70.71,UPI
ORD02466,2023-05-24,5,May,21,DMart-Nagpur-1,Nagpur,Household,Sugar,5,384,0.12,1689.6,486.59,Card
ORD02467,2023-04-01,4,April,13,DMart-Mumbai-2,Mumbai,Dairy,Bread,4,328,0.1,1180.8,239.05,Wallet
ORD02468,2023-01-28,1,January,4,DMart-Pune-3,Pune,Beverages,Shampoo,2,156,0.03,302.64,80.1,Card
ORD02469,2023-07-10,7,July,28,DMart-Mumbai-1,Mumbai,Groceries,Coffee,4,183,0.24,556.32,111.91,UPI
ORD02470,2023-03-06,3,March,10,DMart-Thane-3,Thane,Personal Care,Biscuits,1,445,0.22,347.1,74.59,Cash
ORD02471,2023-02-02,2,February,5,DMart-Mumbai-1,Mumbai,Dairy,Water,3,493,0.13,1286.73,199.47,Wallet
ORD02472,2023-03-29,3,March,13,DMart-Nashik-3,Nashik,Dairy,Eggs,4,162,0.05,615.6,123.5,Card
ORD02473,2023-05-24,5,May,21,DMart-Nashik-3,Nashik,Groceries,Rice,4,65,0.16,218.4,50.32,UPI
ORD02474,2023-03-24,3,March,12,DMart-Mumbai-2,Mumbai,Personal Care,Shampoo,1,143,0.04,137.28,41.01,Wallet
ORD02475,2023-10-05,10,October,40,DMart-Nagpur-3,Nagpur,Groceries,Biscuits,1,266,0.01,263.34,67.75,Cash
ORD02476,2023-02-16,2,February,7,DMart-Nagpur-2,Nagpur,Household,Oil,1,210,0.19,170.1,23.07,Cash
ORD02477,2023-12-03,12,December,48,DMart-Mumbai-1,Mumbai,Beverages,Sugar,4,115,0.02,450.8,112.48,Card
ORD02478,2023-04-27,4,April,17,DMart-Mumbai-1,Mumbai,Groceries,Tea,5,440,0.04,2112.0,295.52,Wallet
ORD02479,2023-02-06,2,February,6,DMart-Pune-2,Pune,Household,Juice,1,180,0.0,180.0,52.45,Cash
ORD02480,2023-09-16,9,September,37,DMart-Nashik-1,Nashik,Household,Toothpaste,3,384,0.22,898.56,142.52,UPI
ORD02481,2023-10-18,10,October,42,DMart-Nashik-2,Nashik,Personal Care,Detergent,5,231,0.17,958.65,205.74,Wallet
ORD02482,2023-06-26,6,June,26,DMart-Mumbai-2,Mumbai,Household,Milk,3,151,0.3,317.1,61.66,Wallet
ORD02483,2023-02-15,2,February,7,DMart-Nagpur-3,Nagpur,Dairy,Detergent,2,262,0.25,393.0,63.73,Cash
ORD02484,2023-04-20,4,April,16,DMart-Nashik-1,Nashik,Groceries,Sugar,3,152,0.01,451.44,59.02,Wallet
ORD02485,2023-04-24,4,April,17,DMart-Nashik-1,Nashik,Groceries,Bread,3,259,0.06,730.38,214.85,Card
ORD02486,2023-08-13,8,August,32,DMart-Mumbai-3,Mumbai,Household,Shampoo,2,411,0.1,739.8,202.91,Wallet
ORD02487,2023-09-29,9,September,39,DMart-Thane-3,Thane,Personal Care,Wheat,3,461,0.17,1147.89,214.75,Wallet
ORD02488,2023-08-18,8,August,33,DMart-Nashik-3,Nashik,Household,Eggs,2,300,0.22,468.0,140.07,Card
ORD02489,2023-10-05,10,October,40,DMart-Nashik-1,Nashik,Dairy,Detergent,3,300,0.3,630.0,85.29,UPI
ORD02490,2023-07-15,7,July,28,DMart-Pune-3,Pune,Personal Care,Toothpaste,2,488,0.17,810.08,88.69,Cash
ORD02491,2023-08-17,8,August,33,DMart-Thane-1,Thane,Beverages,Tea,1,380,0.12,334.4,57.52,Card
ORD02492,2023-06-30,6,June,26,DMart-Thane-3,Thane,Beverages,Sugar,2,223,0.06,419.24,89.26,Cash
ORD02493,2023-11-01,11,November,44,DMart-Mumbai-2,Mumbai,Household,Wheat,3,499,0.28,1077.84,272.84,Cash
ORD02494,2023-09-10,9,September,36,DMart-Mumbai-2,Mumbai,Groceries,Toothpaste,5,361,0.03,1750.85,486.56,Cash
ORD02495,2023-02-21,2,February,8,DMart-Mumbai-1,Mumbai,Household,Tea,1,218,0.19,176.58,52.49,UPI
ORD02496,2023-06-18,6,June,24,DMart-Mumbai-3,Mumbai,Personal Care,Toothpaste,4,369,0.01,1461.24,346.82,UPI
ORD02497,2023-11-21,11,November,47,DMart-Pune-3,Pune,Personal Care,Rice,5,387,0.11,1722.15,488.88,Card
ORD02498,2023-12-24,12,December,51,DMart-Nagpur-2,Nagpur,Dairy,Sugar,1,20,0.21,15.8,2.01,Card
ORD02499,2023-10-17,10,October,42,DMart-Nashik-1,Nashik,Groceries,Biscuits,2,25,0.27,36.5,6.7,Cash
ORD02500,2023-02-10,2,February,6,DMart-Mumbai-3,Mumbai,Groceries,Chips,2,192,0.27,280.32,68.37,Card
ORD02501,2023-12-02,12,December,48,DMart-Pune-2,Pune,Personal Care,Shampoo,5,344,0.1,1548.0,164.7,Cash
ORD02502,2023-09-10,9,September,36,DMart-Thane-1,Thane,Personal Care,Oil,2,380,0.27,554.8,69.81,Cash
ORD02503,2023-07-01,7,July,26,DMart-Mumbai-2,Mumbai,Groceries,Biscuits,2,487,0.21,769.46,192.52,Cash
ORD02504,2023-01-05,1,January,1,DMart-Nashik-1,Nashik,Beverages,Water,5,366,0.06,1720.2,505.68,Cash
ORD02505,2023-04-15,4,April,15,DMart-Nashik-3,Nashik,Groceries,Oil,3,162,0.04,466.56,134.15,UPI
ORD02506,2023-08-08,8,August,32,DMart-Pune-2,Pune,Household,Wheat,3,333,0.02,979.02,112.0,Cash
ORD02507,2023-04-24,4,April,17,DMart-Pune-3,Pune,Household,Chips,2,335,0.3,469.0,98.06,UPI
ORD02508,2023-07-11,7,July,28,DMart-Mumbai-1,Mumbai,Dairy,Chips,3,43,0.12,113.52,12.96,Wallet
ORD02509,2023-09-07,9,September,36,DMart-Nashik-3,Nashik,Groceries,Rice,5,223,0.13,970.05,279.94,Cash
ORD02510,2023-02-07,2,February,6,DMart-Nashik-1,Nashik,Personal Care,Tissue,4,387,0.15,1315.8,200.73,UPI
ORD02511,2023-09-03,9,September,35,DMart-Pune-1,Pune,Beverages,Detergent,2,375,0.22,585.0,162.6,UPI
ORD02512,2023-10-19,10,October,42,DMart-Mumbai-1,Mumbai,Beverages,Toothpaste,3,317,0.27,694.23,100.67,Wallet
ORD02513,2023-09-09,9,September,36,DMart-Pune-1,Pune,Personal Care,Tea,2,408,0.1,734.4,121.63,UPI
ORD02514,2023-11-21,11,November,47,DMart-Pune-3,Pune,Groceries,Biscuits,4,57,0.06,214.32,63.67,Card
ORD02515,2023-03-08,3,March,10,DMart-Mumbai-3,Mumbai,Dairy,Water,1,166,0.14,142.76,29.62,Cash
ORD02516,2023-11-18,11,November,46,DMart-Pune-2,Pune,Household,Bread,2,379,0.07,704.94,181.77,Card
ORD02517,2023-02-18,2,February,7,DMart-Nashik-3,Nashik,Groceries,Sugar,1,397,0.18,325.54,35.15,Wallet
ORD02518,2023-12-13,12,December,50,DMart-Nagpur-3,Nagpur,Beverages,Wheat,1,145,0.2,116.0,29.33,Wallet
ORD02519,2023-09-19,9,September,38,DMart-Mumbai-2,Mumbai,Dairy,Shampoo,2,27,0.28,38.88,10.91,Wallet
ORD02520,2023-07-21,7,July,29,DMart-Pune-2,Pune,Dairy,Tea,2,426,0.19,690.12,197.03,Card
ORD02521,2023-08-22,8,August,34,DMart-Thane-1,Thane,Household,Chips,5,304,0.14,1307.2,215.24,UPI
ORD02522,2023-02-14,2,February,7,DMart-Mumbai-3,Mumbai,Household,Bread,5,397,0.24,1508.6,278.64,Wallet
ORD02523,2023-01-24,1,January,4,DMart-Thane-3,Thane,Dairy,Soap,2,234,0.25,351.0,35.69,UPI
ORD02524,2023-08-23,8,August,34,DMart-Nagpur-2,Nagpur,Beverages,Biscuits,2,286,0.02,560.56,84.74,Cash
ORD02525,2023-12-22,12,December,51,DMart-Pune-3,Pune,Groceries,Milk,4,484,0.03,1877.92,221.91,UPI
ORD02526,2023-04-26,4,April,17,DMart-Mumbai-3,Mumbai,Groceries,Tissue,2,112,0.13,194.88,46.79,Cash
ORD02527,2023-11-28,11,November,48,DMart-Thane-1,Thane,Groceries,Bread,5,200,0.25,750.0,93.67,Wallet
ORD02528,2023-01-03,1,January,1,DMart-Nagpur-3,Nagpur,Household,Biscuits,4,68,0.03,263.84,67.16,Wallet
ORD02529,2023-04-19,4,April,16,DMart-Thane-1,Thane,Beverages,Tissue,5,190,0.17,788.5,91.71,Card
ORD02530,2023-10-19,10,October,42,DMart-Mumbai-1,Mumbai,Personal Care,Tea,1,105,0.12,92.4,19.52,Cash
ORD02531,2023-06-23,6,June,25,DMart-Nagpur-3,Nagpur,Personal Care,Soap,5,293,0.27,1069.45,153.13,Wallet
ORD02532,2023-11-08,11,November,45,DMart-Nashik-1,Nashik,Household,Milk,5,485,0.15,2061.25,576.83,Card
ORD02533,2023-06-19,6,June,25,DMart-Thane-3,Thane,Groceries,Toothpaste,1,356,0.16,299.04,38.16,Wallet
ORD02534,2023-03-25,3,March,12,DMart-Nagpur-3,Nagpur,Groceries,Rice,5,110,0.06,517.0,115.3,UPI
ORD02535,2023-11-17,11,November,46,DMart-Pune-2,Pune,Dairy,Soap,2,359,0.01,710.82,106.9,Card
ORD02536,2023-09-07,9,September,36,DMart-Nagpur-3,Nagpur,Dairy,Shampoo,2,394,0.29,559.48,139.79,Cash
ORD02537,2023-02-03,2,February,5,DMart-Mumbai-1,Mumbai,Beverages,Juice,5,315,0.22,1228.5,171.08,UPI
ORD02538,2023-11-18,11,November,46,DMart-Thane-3,Thane,Dairy,Rice,2,38,0.01,75.24,11.69,UPI
ORD02539,2023-04-23,4,April,16,DMart-Nashik-3,Nashik,Dairy,Milk,4,387,0.15,1315.8,226.1,UPI
ORD02540,2023-12-23,12,December,51,DMart-Nashik-1,Nashik,Dairy,Oil,2,210,0.01,415.8,116.3,UPI
ORD02541,2023-09-15,9,September,37,DMart-Pune-1,Pune,Personal Care,Sugar,1,191,0.13,166.17,25.04,Cash
ORD02542,2023-12-16,12,December,50,DMart-Nagpur-2,Nagpur,Beverages,Wheat,5,386,0.07,1794.9,515.1,Wallet
ORD02543,2023-08-24,8,August,34,DMart-Pune-1,Pune,Personal Care,Biscuits,5,482,0.03,2337.7,519.49,UPI
ORD02544,2023-02-06,2,February,6,DMart-Nashik-2,Nashik,Dairy,Rice,1,326,0.13,283.62,67.08,Cash
ORD02545,2023-08-29,8,August,35,DMart-Mumbai-3,Mumbai,Personal Care,Toothpaste,5,462,0.01,2286.9,622.31,UPI
ORD02546,2023-03-03,3,March,9,DMart-Thane-1,Thane,Beverages,Rice,5,146,0.26,540.2,83.83,Wallet
ORD02547,2023-07-20,7,July,29,DMart-Mumbai-2,Mumbai,Dairy,Bread,1,310,0.25,232.5,63.64,Wallet
ORD02548,2023-09-07,9,September,36,DMart-Pune-3,Pune,Household,Rice,3,48,0.12,126.72,26.79,Wallet
ORD02549,2023-07-21,7,July,29,DMart-Mumbai-3,Mumbai,Groceries,Tea,2,216,0.22,336.96,60.25,Cash
ORD02550,2023-10-20,10,October,42,DMart-Pune-2,Pune,Personal Care,Detergent,3,205,0.01,608.85,97.81,Card
ORD02551,2023-06-03,6,June,22,DMart-Thane-1,Thane,Personal Care,Wheat,4,240,0.06,902.4,213.84,UPI
ORD02552,2023-04-26,4,April,17,DMart-Mumbai-3,Mumbai,Beverages,Juice,3,24,0.2,57.6,12.72,Wallet
ORD02553,2023-04-08,4,April,14,DMart-Mumbai-2,Mumbai,Dairy,Milk,2,217,0.13,377.58,104.37,Cash
ORD02554,2023-06-01,6,June,22,DMart-Nashik-2,Nashik,Beverages,Milk,4,130,0.21,410.8,52.37,Card
ORD02555,2023-12-02,12,December,48,DMart-Nashik-2,Nashik,Beverages,Tissue,2,156,0.03,302.64,71.37,Cash
ORD02556,2023-10-01,10,October,39,DMart-Nashik-3,Nashik,Household,Coffee,5,371,0.03,1799.35,446.2,Wallet
ORD02557,2023-03-17,3,March,11,DMart-Thane-2,Thane,Beverages,Soap,1,484,0.21,382.36,84.18,Wallet
ORD02558,2023-05-15,5,May,20,DMart-Mumbai-3,Mumbai,Dairy,Soap,3,306,0.25,688.5,101.82,Card
ORD02559,2023-08-24,8,August,34,DMart-Pune-1,Pune,Beverages,Bread,1,361,0.11,321.29,66.29,UPI
ORD02560,2023-05-14,5,May,19,DMart-Nashik-2,Nashik,Groceries,Eggs,2,434,0.02,850.64,98.45,Card
ORD02561,2023-12-09,12,December,49,DMart-Pune-2,Pune,Personal Care,Detergent,1,227,0.11,202.03,59.81,Card
ORD02562,2023-08-28,8,August,35,DMart-Nagpur-2,Nagpur,Household,Water,3,365,0.15,930.75,154.66,Wallet
ORD02563,2023-10-28,10,October,43,DMart-Pune-3,Pune,Beverages,Shampoo,3,122,0.3,256.2,37.91,Wallet
ORD02564,2023-05-19,5,May,20,DMart-Nashik-1,Nashik,Personal Care,Water,5,496,0.24,1884.8,378.01,Cash
ORD02565,2023-08-09,8,August,32,DMart-Pune-3,Pune,Beverages,Eggs,1,84,0.05,79.8,13.46,Cash
ORD02566,2023-10-02,10,October,40,DMart-Nagpur-3,Nagpur,Household,Rice,5,190,0.29,674.5,194.24,Cash
ORD02567,2023-06-24,6,June,25,DMart-Pune-3,Pune,Personal Care,Bread,2,325,0.1,585.0,150.52,Wallet
ORD02568,2023-07-23,7,July,29,DMart-Mumbai-1,Mumbai,Personal Care,Toothpaste,1,113,0.27,82.49,23.47,Wallet
ORD02569,2023-05-22,5,May,21,DMart-Nagpur-1,Nagpur,Dairy,Milk,5,208,0.03,1008.8,154.49,Cash
ORD02570,2023-05-27,5,May,21,DMart-Nashik-1,Nashik,Beverages,Wheat,5,353,0.18,1447.3,201.29,UPI
ORD02571,2023-08-01,8,August,31,DMart-Thane-3,Thane,Beverages,Oil,3,417,0.28,900.72,145.73,Cash
ORD02572,2023-08-20,8,August,33,DMart-Nashik-3,Nashik,Dairy,Juice,4,356,0.07,1324.32,160.04,Cash
ORD02573,2023-01-16,1,January,3,DMart-Mumbai-3,Mumbai,Groceries,Tissue,5,273,0.26,1010.1,172.98,UPI
ORD02574,2023-03-03,3,March,9,DMart-Nashik-3,Nashik,Beverages,Sugar,5,393,0.14,1689.9,200.21,Card
ORD02575,2023-06-12,6,June,24,DMart-Nagpur-1,Nagpur,Dairy,Bread,3,205,0.23,473.55,132.24,Wallet
ORD02576,2023-05-13,5,May,19,DMart-Mumbai-3,Mumbai,Personal Care,Shampoo,1,44,0.15,37.4,5.19,Cash
ORD02577,2023-12-21,12,December,51,DMart-Mumbai-3,Mumbai,Personal Care,Detergent,3,427,0.28,922.32,229.1,UPI
ORD02578,2023-08-16,8,August,33,DMart-Pune-3,Pune,Personal Care,Tea,5,87,0.13,378.45,68.14,Wallet
ORD02579,2023-04-07,4,April,14,DMart-Thane-2,Thane,Personal Care,Eggs,1,21,0.08,19.32,5.45,Cash
ORD02580,2023-11-19,11,November,46,DMart-Mumbai-1,Mumbai,Dairy,Biscuits,4,436,0.29,1238.24,256.81,Card
ORD02581,2023-06-16,6,June,24,DMart-Nashik-2,Nashik,Groceries,Detergent,1,38,0.29,26.98,3.52,UPI
ORD02582,2023-03-07,3,March,10,DMart-Pune-1,Pune,Beverages,Sugar,3,115,0.14,296.7,68.99,Cash
ORD02583,2023-08-06,8,August,31,DMart-Nashik-1,Nashik,Household,Rice,2,174,0.3,243.6,52.31,Cash
ORD02584,2023-04-22,4,April,16,DMart-Nashik-3,Nashik,Household,Water,1,432,0.15,367.2,109.68,Cash
ORD02585,2023-04-12,4,April,15,DMart-Mumbai-3,Mumbai,Dairy,Oil,5,213,0.11,947.85,161.34,Wallet
ORD02586,2023-04-01,4,April,13,DMart-Nashik-2,Nashik,Household,Rice,2,350,0.18,574.0,140.77,Wallet
ORD02587,2023-05-07,5,May,18,DMart-Nashik-2,Nashik,Dairy,Biscuits,3,388,0.3,814.8,181.76,UPI
ORD02588,2023-05-01,5,May,18,DMart-Pune-1,Pune,Dairy,Milk,4,97,0.07,360.84,86.55,UPI
ORD02589,2023-01-01,1,January,52,DMart-Nashik-3,Nashik,Beverages,Toothpaste,4,456,0.22,1422.72,339.6,UPI
ORD02590,2023-07-01,7,July,26,DMart-Pune-3,Pune,Dairy,Soap,4,136,0.13,473.28,55.57,Cash
ORD02591,2023-08-29,8,August,35,DMart-Mumbai-1,Mumbai,Groceries,Water,1,484,0.17,401.72,118.6,UPI
ORD02592,2023-07-19,7,July,29,DMart-Nashik-2,Nashik,Groceries,Coffee,5,411,0.25,1541.25,202.95,UPI
ORD02593,2023-07-15,7,July,28,DMart-Mumbai-2,Mumbai,Groceries,Wheat,4,27,0.03,104.76,13.74,Card
ORD02594,2023-11-27,11,November,48,DMart-Mumbai-3,Mumbai,Dairy,Tissue,5,477,0.21,1884.15,399.52,Cash
ORD02595,2023-09-10,9,September,36,DMart-Pune-1,Pune,Beverages,Juice,3,293,0.24,668.04,120.59,Card
ORD02596,2023-08-15,8,August,33,DMart-Thane-3,Thane,Dairy,Shampoo,2,94,0.3,131.6,18.86,UPI
ORD02597,2023-03-14,3,March,11,DMart-Pune-2,Pune,Household,Bread,1,28,0.24,21.28,4.71,UPI
ORD02598,2023-06-27,6,June,26,DMart-Pune-3,Pune,Household,Tissue,2,98,0.05,186.2,45.96,Wallet
ORD02599,2023-01-30,1,January,5,DMart-Thane-2,Thane,Dairy,Water,5,440,0.1,1980.0,281.58,Cash
ORD02600,2023-07-19,7,July,29,DMart-Mumbai-2,Mumbai,Personal Care,Soap,2,462,0.02,905.52,245.41,Cash
ORD02601,2023-05-20,5,May,20,DMart-Nagpur-2,Nagpur,Personal Care,Water,1,161,0.26,119.14,17.54,Card
ORD02602,2023-04-28,4,April,17,DMart-Mumbai-3,Mumbai,Beverages,Tissue,1,415,0.2,332.0,70.5,Cash
ORD02603,2023-12-04,12,December,49,DMart-Mumbai-1,Mumbai,Dairy,Sugar,4,416,0.05,1580.8,284.95,Card
ORD02604,2023-12-06,12,December,49,DMart-Mumbai-2,Mumbai,Dairy,Water,4,312,0.21,985.92,170.64,Card
ORD02605,2023-05-22,5,May,21,DMart-Nashik-1,Nashik,Groceries,Coffee,3,205,0.08,565.8,120.93,UPI
ORD02606,2023-11-17,11,November,46,DMart-Mumbai-2,Mumbai,Beverages,Sugar,4,64,0.23,197.12,30.26,Card
ORD02607,2023-06-18,6,June,24,DMart-Thane-1,Thane,Beverages,Juice,5,28,0.29,99.4,23.27,Wallet
ORD02608,2023-10-31,10,October,44,DMart-Nashik-1,Nashik,Household,Eggs,4,184,0.17,610.88,121.77,UPI
ORD02609,2023-01-31,1,January,5,DMart-Nagpur-1,Nagpur,Groceries,Coffee,2,435,0.0,870.0,131.13,UPI
ORD02610,2023-12-08,12,December,49,DMart-Thane-2,Thane,Groceries,Rice,4,338,0.03,1311.44,166.8,Cash
ORD02611,2023-03-18,3,March,11,DMart-Nagpur-1,Nagpur,Groceries,Toothpaste,5,123,0.07,571.95,143.2,Wallet
ORD02612,2023-08-25,8,August,34,DMart-Nagpur-3,Nagpur,Household,Tissue,4,351,0.12,1235.52,132.53,Wallet
ORD02613,2023-04-21,4,April,16,DMart-Mumbai-2,Mumbai,Dairy,Sugar,4,238,0.28,685.44,134.88,UPI
ORD02614,2023-03-09,3,March,10,DMart-Thane-3,Thane,Personal Care,Tea,1,365,0.14,313.9,91.61,Wallet
ORD02615,2023-11-29,11,November,48,DMart-Pune-1,Pune,Personal Care,Tissue,2,200,0.26,296.0,67.33,Card
ORD02616,2023-04-14,4,April,15,DMart-Mumbai-1,Mumbai,Household,Oil,4,66,0.1,237.6,38.43,Card
ORD02617,2023-04-04,4,April,14,DMart-Mumbai-2,Mumbai,Groceries,Soap,1,94,0.05,89.3,11.09,Card
ORD02618,2023-01-13,1,January,2,DMart-Thane-1,Thane,Personal Care,Biscuits,4,433,0.08,1593.44,475.86,Wallet
ORD02619,2023-05-26,5,May,21,DMart-Nagpur-3,Nagpur,Groceries,Coffee,1,384,0.0,384.0,49.17,Wallet
ORD02620,2023-07-22,7,July,29,DMart-Thane-1,Thane,Beverages,Toothpaste,4,298,0.15,1013.2,182.56,Wallet
ORD02621,2023-10-31,10,October,44,DMart-Nagpur-1,Nagpur,Beverages,Tea,1,473,0.13,411.51,108.33,Card
ORD02622,2023-08-07,8,August,32,DMart-Pune-1,Pune,Beverages,Wheat,3,459,0.01,1363.23,142.61,Card
ORD02623,2023-06-11,6,June,23,DMart-Pune-2,Pune,Personal Care,Soap,1,121,0.18,99.22,24.59,Wallet
ORD02624,2023-11-12,11,November,45,DMart-Thane-1,Thane,Personal Care,Bread,1,245,0.03,237.65,65.72,Card
ORD02625,2023-03-12,3,March,10,DMart-Thane-1,Thane,Dairy,Water,2,184,0.01,364.32,87.05,Wallet
ORD02626,2023-01-05,1,January,1,DMart-Nagpur-2,Nagpur,Beverages,Bread,1,199,0.05,189.05,38.91,Wallet
ORD02627,2023-12-12,12,December,50,DMart-Thane-1,Thane,Personal Care,Eggs,2,173,0.02,339.08,91.78,Card
ORD02628,2023-09-26,9,September,39,DMart-Nashik-3,Nashik,Household,Tissue,3,410,0.19,996.3,178.03,Card
ORD02629,2023-07-31,7,July,31,DMart-Nashik-3,Nashik,Dairy,Juice,3,172,0.24,392.16,59.74,Card
ORD02630,2023-04-24,4,April,17,DMart-Thane-1,Thane,Beverages,Toothpaste,1,422,0.25,316.5,88.41,Cash
ORD02631,2023-07-22,7,July,29,DMart-Pune-2,Pune,Household,Soap,3,144,0.08,397.44,85.71,UPI
ORD02632,2023-10-22,10,October,42,DMart-Nashik-2,Nashik,Personal Care,Shampoo,1,155,0.16,130.2,32.79,UPI
ORD02633,2023-03-16,3,March,11,DMart-Thane-1,Thane,Groceries,Soap,3,323,0.16,813.96,149.79,Wallet
ORD02634,2023-04-22,4,April,16,DMart-Mumbai-2,Mumbai,Household,Tissue,3,318,0.03,925.38,138.65,Cash
ORD02635,2023-10-20,10,October,42,DMart-Nashik-1,Nashik,Dairy,Tea,2,51,0.03,98.94,26.92,Cash
ORD02636,2023-09-03,9,September,35,DMart-Thane-2,Thane,Beverages,Chips,5,480,0.11,2136.0,295.93,Wallet
ORD02637,2023-07-09,7,July,27,DMart-Mumbai-3,Mumbai,Personal Care,Chips,5,429,0.04,2059.2,559.75,Cash
ORD02638,2023-05-06,5,May,18,DMart-Pune-2,Pune,Groceries,Rice,3,174,0.18,428.04,79.86,Wallet
ORD02639,2023-02-02,2,February,5,DMart-Mumbai-3,Mumbai,Household,Milk,5,134,0.01,663.3,175.5,Card
ORD02640,2023-02-24,2,February,8,DMart-Nashik-2,Nashik,Groceries,Milk,4,124,0.1,446.4,121.28,Card
ORD02641,2023-09-28,9,September,39,DMart-Nashik-2,Nashik,Dairy,Water,5,189,0.1,850.5,191.87,Wallet
ORD02642,2023-01-02,1,January,1,DMart-Pune-1,Pune,Personal Care,Tissue,1,432,0.29,306.72,65.86,Cash
ORD02643,2023-05-14,5,May,19,DMart-Nagpur-1,Nagpur,Household,Biscuits,2,172,0.08,316.48,75.69,Wallet
ORD02644,2023-04-24,4,April,17,DMart-Nashik-3,Nashik,Groceries,Sugar,5,134,0.17,556.1,96.87,UPI
ORD02645,2023-06-01,6,June,22,DMart-Thane-3,Thane,Dairy,Bread,4,444,0.05,1687.2,483.48,UPI
ORD02646,2023-01-18,1,January,3,DMart-Nagpur-1,Nagpur,Dairy,Soap,4,178,0.09,647.92,88.52,UPI
ORD02647,2023-12-02,12,December,48,DMart-Thane-1,Thane,Groceries,Oil,2,174,0.21,274.92,52.28,Wallet
ORD02648,2023-09-16,9,September,37,DMart-Nashik-3,Nashik,Household,Water,1,445,0.01,440.55,92.71,Card
ORD02649,2023-12-30,12,December,52,DMart-Mumbai-1,Mumbai,Household,Milk,3,460,0.12,1214.4,304.39,UPI
ORD02650,2023-12-01,12,December,48,DMart-Pune-1,Pune,Personal Care,Sugar,3,244,0.02,717.36,138.57,Cash
ORD02651,2023-06-04,6,June,22,DMart-Nashik-1,Nashik,Beverages,Eggs,2,49,0.07,91.14,18.89,Card
ORD02652,2023-01-25,1,January,4,DMart-Nagpur-1,Nagpur,Dairy,Bread,5,437,0.19,1769.85,511.25,Wallet
ORD02653,2023-06-23,6,June,25,DMart-Nashik-3,Nashik,Personal Care,Bread,3,404,0.23,933.24,256.11,UPI
ORD02654,2023-04-12,4,April,15,DMart-Mumbai-1,Mumbai,Dairy,Eggs,2,286,0.19,463.32,119.83,UPI
ORD02655,2023-01-09,1,January,2,DMart-Nashik-3,Nashik,Beverages,Milk,5,225,0.03,1091.25,156.16,Cash
ORD02656,2023-04-28,4,April,17,DMart-Mumbai-2,Mumbai,Dairy,Rice,3,121,0.13,315.81,61.17,Cash
ORD02657,2023-12-10,12,December,49,DMart-Mumbai-3,Mumbai,Personal Care,Juice,1,206,0.14,177.16,48.04,Wallet
ORD02658,2023-11-09,11,November,45,DMart-Pune-3,Pune,Beverages,Biscuits,1,147,0.05,139.65,21.73,UPI
ORD02659,2023-01-29,1,January,4,DMart-Nashik-1,Nashik,Dairy,Sugar,2,486,0.23,748.44,161.92,Card
ORD02660,2023-09-07,9,September,36,DMart-Nashik-1,Nashik,Dairy,Bread,2,34,0.08,62.56,15.22,UPI
ORD02661,2023-01-24,1,January,4,DMart-Nashik-1,Nashik,Household,Milk,4,171,0.02,670.32,193.93,Cash
ORD02662,2023-02-16,2,February,7,DMart-Pune-3,Pune,Dairy,Tea,2,103,0.09,187.46,20.7,Cash
ORD02663,2023-08-13,8,August,32,DMart-Mumbai-2,Mumbai,Beverages,Juice,5,358,0.14,1539.4,378.58,Wallet
ORD02664,2023-11-25,11,November,47,DMart-Nashik-1,Nashik,Beverages,Coffee,3,442,0.13,1153.62,139.79,UPI
ORD02665,2023-05-16,5,May,20,DMart-Nashik-3,Nashik,Personal Care,Wheat,5,204,0.07,948.6,196.71,Wallet
ORD02666,2023-03-20,3,March,12,DMart-Mumbai-3,Mumbai,Dairy,Coffee,5,193,0.27,704.45,201.63,UPI
ORD02667,2023-06-12,6,June,24,DMart-Nagpur-3,Nagpur,Household,Wheat,3,420,0.12,1108.8,198.3,Card
ORD02668,2023-12-31,12,December,52,DMart-Pune-1,Pune,Household,Shampoo,2,391,0.3,547.4,81.83,UPI
ORD02669,2023-08-20,8,August,33,DMart-Mumbai-1,Mumbai,Dairy,Sugar,2,71,0.02,139.16,16.31,Cash
ORD02670,2023-09-29,9,September,39,DMart-Thane-3,Thane,Household,Tea,2,41,0.22,63.96,10.83,Wallet
ORD02671,2023-11-11,11,November,45,DMart-Pune-2,Pune,Groceries,Wheat,1,252,0.27,183.96,48.73,Cash
ORD02672,2023-11-19,11,November,46,DMart-Thane-1,Thane,Household,Soap,3,97,0.03,282.27,61.41,Card
ORD02673,2023-12-22,12,December,51,DMart-Nashik-1,Nashik,Dairy,Biscuits,3,326,0.23,753.06,208.71,Cash
ORD02674,2023-09-10,9,September,36,DMart-Nagpur-1,Nagpur,Dairy,Oil,2,109,0.28,156.96,31.15,Card
ORD02675,2023-05-08,5,May,19,DMart-Nashik-2,Nashik,Household,Soap,2,252,0.05,478.8,49.94,Card
ORD02676,2023-03-18,3,March,11,DMart-Thane-2,Thane,Groceries,Milk,2,212,0.12,373.12,87.99,Card
ORD02677,2023-10-30,10,October,44,DMart-Thane-3,Thane,Dairy,Water,2,485,0.23,746.9,184.62,UPI
ORD02678,2023-04-14,4,April,15,DMart-Mumbai-1,Mumbai,Beverages,Toothpaste,4,174,0.28,501.12,140.8,Card
